1993/06/08	1993/SN+//SP+06/SN+//SP+08/SN
만들었을텐데.	만들/VV+었/EP+을/ETM+터/NNB+이/VCP+ㄴ데/EF+./SF
네가	너/NP+의/JKG+가/JKS
싶니?	싶/VX+니/EF+?/SF
대별왕과	대/XPN+별왕/NNG+과/JC
소별왕처럼	소/XPN+별왕/NNG+처럼/JKB
수수께끼	수수께끼/NNG
내기를	내기/NNG+를/JKO
할망처럼	할망/NNG+처럼/JKB
섬	섬/NNG
머릿속에서	머릿속/NNG+에서/JKB
1247자	1247/SN+자/NNG
부산이	부산/NNP+이/JKS
미술인들	미술인/NNG+들/XSN
외침으로	외침/NNG+으로/JKB
시끌시끌해진다.	시끌시끌/XR+하/XSA+아/EC+지/VX+ㄴ다/EF+./SF
2일~11월27일	2/SN+일/NNB+~/SO+11/SN+월/NNB+27/SN+일/NNB
부산시립미술관	부산시립미술관/NNP
부산국제아트페스티벌(PICAF)	부산/NNP+국제/NNG+아트/NNG+페스티벌/NNG+(/SS+PICAF/SL+)/SS
1990년대	1990/SN+년대/NNB
미술계에서	미술/NNG+계/XSN+에서/JKB
1960년대	1960/SN+년대/NNB
잔치다.	잔치/NNG+이/VCP+다/EF+./SF
인종	인종/NNG
떠	뜨/VV+어/EC
섬을	섬/NNG+을/JKO
이어주자는	잇/VV+어/EC+주/VX+자는/ETM
담았다	담/VV+았/EP+다/EC
예술가는	예술가/NNG+는/JX
사이를	사이/NNG+를/JKO
떠다니며	떠다니/VV+며/EC
전세계로	전/MM+세계/NNG+로/JKB
네트워크를	네트워크/NNG+를/JKO
비행체	비행체/NNG
섬일	섬/NNG+이/VCP+ㄹ/ETM
이민자들	이민자/NNG+들/XSN
처지에서	처지/NNG+에서/JKB
섬들이	섬/NNG+들/XSN+이/JKS
군도이기도	군도/NNG+이/VCP+기/ETN+도/JX
섬이	섬/NNG+이/JKS
잡아먹고	잡아먹/VV+고/EC
미술인들이	미술인/NNG+들/XSN+이/JKS
부수는	부수/VV+는/ETM
고도를	고도/NNG+를/JKO
떠나도록	떠나/VV+도록/EC
실천을	실천/NNG+을/JKO
미술축제가	미술/NNG+축제/NNG+가/JKS
내세우는	내세우/VV+는/ETM
자랑거리는	자랑거리/NNG+는/JX
알뜰하고	알뜰/NNG+하/XSA+고/EC
검박한	검박/XR+하/XSA+ㄴ/ETM
씀씀이다.	씀씀이/NNG+이/VCP+다/EF+./SF
서울이나	서울/NNP+이나/JC
광주에서	광주/NNP+에서/JKB
국제미술제가	국제/NNG+미술제/NNG+가/JKS
수십억원에서	수십억/NR+원/NNB+에서/JKB
100억대가	100/SN+억/NR+대/XSN+가/JKS
넘어가는	넘어가/VV+는/ETM
들인	들이/VV+ㄴ/ETM
부산국제아트페스티벌은	부산/NNP+국제/NNG+아트/NNG+페스티벌/NNG+은/JX
5억원으로	5/SN+억/NR+원/NNB+으로/JKB
100여명에	100/SN+여/XSN+명/NNB+에/JKB
작가를	작가/NNG+를/JKO
불러모았다.	부르/VV+어/EC+모으/VV+았/EP+다/EF+./SF
지급되는	지급/NNG+되/XSV+는/ETM
여비는	여비/NNG+는/JX
5만원꼴.	5/SN+만/NR+원/NNB+꼴/XSN+./SF
가능했던	가능/NNG+하/XSA+았/EP+던/ETM
큐레이팅을	큐레이팅/NNG+을/JKO
이영철,	이영철/NNP+,/SP
로사	로사/NNP
마르티네스,	마르티네스/NNP+,/SP
후한루	후한루/NNP
세명	세명/NNP
기획자들	기획자/NNG+들/XSN
발휘했기	발휘/NNG+하/XSV+았/EP+기/ETN
마르티네스는	마르티네스/NNP+는/JX
세계큐레이터협회가	세계/NNG+큐레이터/NNG+협회/NNG+가/JKS
뽑혔으며,	뽑히/VV+었/EP+으며/EC+,/SP
후한루는	후한루/NNP+는/JX
상하이	상하이/NNP
비엔날레	비엔날레/NNG
큐레이터다.	큐레이터/NNG+이/VCP+다/EF+./SF
모험을	모험/NNG+을/JKO
시작할지도	시작/NNG+하/XSV+ㄹ지/EC+도/JX
1283자	1283/SN+자/NNG
메리	메리/NNP
셸리	셸리/NNP
프랑켄슈타인	프랑켄슈타인/NNP
셸리는	셸리/NNP+는/JX
퍼시	퍼시/NNP
셸리의	셸리/NNP+의/JKG
아내다.	아내/NNG+이/VCP+다/EF+./SF
메리에	메리/NNP+에/JKB
퍼시의	퍼시/NNP+의/JKG
강조하기	강조/NNG+하/XSV+기/ETN
개인사적	개인사/NNG+적/XSN
표현일	표현/NNG+이/VCP+ㄹ/ETM
메리는	메리/NNP+는/JX
퍼시에게	퍼시/NNP+에게/JKB
불같은	불/NNG+같/VA+은/ETM
바쳤지만,	바치/VV+었/EP+지만/EC+,/SP
일상생활에서나	일상생활/NNG+에서/JKB+나/JX
문학에서나	문학/NNG+에서/JKB+나/JX
메리에게	메리/NNP+에게/JKB
남편보다는	남편/NNG+보다/JKB+는/JX
무정부주의	무/XPN+정부주의/NNG
철학자로	철학자/NNG+로/JKB
아버지	아버지/NNG
윌리엄	윌리엄/NNP
고드윈이었다.	고드윈/NNP+이/VCP+었/EP+다/EF+./SF
여권운동의	여/NNG+권/XSN+운동/NNG+의/JKG
전초에	전초/NNG+에/JKB
월스턴크래프트는	월스턴크래프트/NNP+는/JX
메리를	메리/NNP+를/JKO
낳고(1797년)	낳/VV+고/EC+(/SS+1797/SN+년/NNB+)/SS
글쓰기에	글쓰기/NNG+에/JKB
친숙했다.	친숙/NNG+하/XSA+았/EP+다/EF+./SF
(프랑켄슈타인)은	(/SS+프랑켄슈타인/NNP+)/SS+은/JX
열아홉	열아홉/NR
살에	살/NNB+에/JKB
스물한	스물한/NR
장편소설이다.	장편/NNG+소설/NNG+이/VCP+다/EF+./SF
시작부터	시작/NNG+부터/JX
바이런의	바이런/NNP+의/JKG
조언이	조언/NNG+이/JKS
있었다지만	있/VV+었/EP+다지만/EC
가까이하고	가까이/MAG+하/XSV+고/EC
습작기를	습작기/NNG+를/JKO
1816년	1816/SN+년/NNB
꾸고	꾸/VV+고/EC
아니었는지도	아니/VCN+었/EP+는지/EC+도/JX
괴물의	괴물/NNG+의/JKG
창조자인	창조자/NNG+이/VCP+ㄴ/ETM
괴물이었는지도	괴물/NNG+이/VCP+었/EP+는지/EC+도/JX
모르니까.	모르/VV+니까/EF+./SF
긴장감으로	긴장감/NNG+으로/JKB
한여름	소나기/NNG+처럼/JKB
식혀주는	식히/VV+어/EC+주/VX+는/ETM
야간	야간/NNG
독서회의	독서회/NNG+의/JKG
안성맞춤이겠지만,	안성맞춤/NNG+이/VCP+겠/EP+지만/EC+,/SP
비극,	비극/NNG+,/SP
고통,	고통/NNG+,/SP
겉과	겉/NNG+과/JC
모순,	모순/NNG+,/SP
기만,	기만/NNG+,/SP
복수에의	복수/NNG+에/JKB+의/JKG
등,	등/NNB+,/SP
화두들을	화두/NNG+들/XSN+을/JKO
사색의	사색/NNG+의/JKG
계절	계절/NNG
가을에	가을/NNG+에/JKB
메리의	메리/NNP+의/JKG
책이,	책/NNG+이/JKS+,/SP
창조행위가	창조/NNG+행위/NNG+가/JKS
느낌표로	느낌표/NNG+로/JKB
숭배되고	숭배/NNG+되/XSV+고/EC
창조작업을	창조/NNG+작업/NNG+을/JKO
실험행위가	실험/NNG+행위/NNG+가/JKS
자행되는	자행/NNG+되/XSV+는/ETM
21세기에,	21/SN+세기/NNG+에/JKB+,/SP
고전으로서	고전/NNG+으로서/JKB
발할	발하/VV+ㄹ/ETM
해본다.	하/VV+아/EC+보/VX+ㄴ다/EF+./SF
창조자의	창조자/NNG+의/JKG
처지에서뿐만	처지/NNG+에서/JKB+뿐/JX+만/JX
피조물의	피조물/NNG+의/JKG
아는가?	알/VV+는가/EC+?/SF
몫인가?	몫/NNG+이/VCP+ㄴ가/EF+?/SF
끝부분,	끝/NNG+부분/NNG+,/SP
괴물이	괴물/NNG+이/JKS
제거하려고	제거/NNG+하/XSV+려고/EC
제물에	제물/NNG+에/JKB
지쳐서	지치/VV+어서/EC
프랑켄슈타인의	프랑켄슈타인/NNP+의/JKG
주검을	주검/NNG+을/JKO
바라보며	바라보/VV+며/EC
피맺히게	피맺히/VV+게/EC
외치는	외치/VV+는/ETM
독백에서도	독백/NNG+에서/JKB+도/JX
형제애를	형제애/NNG+를/JKO
갈구했지만,	갈구/NNG+하/XSV+았/EP+지만/EC+,/SP
무시당했다.	무시/NNG+당하/XSV+았/EP+다/EF+./SF
일인가?	일/NNG+이/VCP+ㄴ가/EF+?/SF
인간들이	인간/NNG+들/XSN+이/JKS
자행하는데	자행/NNG+하/XSV+는데/EC
범죄자	범죄자/NNG
취급을	취급/NNG+을/JKO
하는가?	하/VX+는가/EF+?/SF
피조물을	피조물/NNG+을/JKO
제거하려는	제거/NNG+하/XSV+려는/ETM
냉혹한	냉혹/XR+하/XSA+ㄴ/ETM
갈구하는	갈구/NNG+하/XSV+는/ETM
역설은	역설/NNG+은/JX
에스에프	에스에프/NNG
1140자	1140/SN+자/NNG
백제인	백제인/NNG
후예가	후예/NNG+가/JKS
한국학계의	한국학/NNG+계/XSN+의/JKG
중론에	중론/NNG+에/JKB
학자들은	학자/NNG+들/XSN+은/JX
남조시대의	남조/NNP+시대/NNG+의/JKG
백제관음상의	백제/NNP+관음상/NNG+의/JKG
제작자를	제작자/NNG+를/JKO
수수께끼가	수수께끼/NNG+가/JKS
불상이	불상/NNG+이/JKS
들어와서야	들어오/VV+아서/EC+야/JX
불상전문가인	불상/NNG+전문가/NNG+이/VCP+ㄴ/ETM
문명대	문명대/NNP
교수(동국대)는	교수/NNG+(/SS+동국대/NNP+)/SS+는/JX
주목해	주목/NNG+하/XSV+아/EC
탈취설을	탈취설/NNG+을/JKO
강당에서	강당/NNG+에서/JKB
호류지의	호류지/NNP+의/JKG
불교미술과	불교/NNG+미술/NNG+과/JC
삼국시대	삼국/NNG+시대/NNG
불교미술의	불교/NNG+미술/NNG+의/JKG
국제학술대회에서	국제/NNG+학술/NNG+대회/NNG+에서/JKB
백제관음상을	백제/NNP+관음상/NNG+을/JKO
(원록제당불례보경기)에	(/SS+원록제당불례보경기/NNP+)/SS+에/JKB
백제에서	백제/NNP+에서/JKB
도래했음을	도래/NNG+하/XSV+았/EP+음/ETN+을/JKO
임란	임란/NNP
불상기록이	불상/NNG+기록/NNG+이/JKS
비밀소장품이거나	비밀/NNG+소장품/NNG+이/VCP+거나/EC
백제지역	백제/NNP+지역/NNG
사찰에서	사찰/NNG+에서/JKB
가져간	가져가/VV+ㄴ/ETM
불상의	불상/NNG+의/JKG
양식도	양식/NNG+도/JX
관음상은	관음상/NNG+은/JX
묘사와	묘사/NNG+와/JC
조각기법을	조각/NNG+기법/NNG+을/JKO
시기	시기/NNG
아스카미술의	아스카/NNP+미술/NNG+의/JKG
선.면	선/NNG+./SP+면/NNG
처리방식이	처리/NNG+방식/NNG+이/JKS
보살상과	보살/NNG+상/NNG+과/JC
모양새나	모양새/NNG+나/JC
기법상의	기법/NNG+상/XSN+의/JKG
친연성이	친연/NNG+성/XSN+이/JKS
불상으로	불상/NNG+으로/JKB
순리	순리/NNG
명품인	명품/NNG+이/VCP+ㄴ/ETM
몽전관음상이나	몽전/NNP+관음상/NNG+이나/JC
호류지	호류지/NNP
금당	금당/NNG
석가삼존상	석가/NNP+삼존상/NNG
고졸한	고졸/XR+하/XSA+ㄴ/ETM
미소,	미소/NNG+,/SP
U자형의	U/SL+자/NNG+형/XSN+의/JKG
돌출옷깃,	돌출/NNG+옷깃/NNG+,/SP
지어진	짓/VV+어/EC+지/VX+ㄴ/ETM
허리띠	허리띠/NNG
특징과	특징/NNG+과/JKB
유사해	유사/NNG+하/XSA+아/EC
백제이민	백제/NNP+이민/NNG
2세대가	2/SN+세대/NNG+가/JKS
만들었거나	만들/VV+었/EP+거나/EC
추정했다.	추정/NNG+하/XSV+았/EP+다/EF+./SF
1317자	1317/SN+자/NNG
개념만	개념/NNG+만/JX
풀어갈	풀/VV+어/EC+가/VX+ㄹ/ETM
있음.	있/VV+음/ETN+./SF
개념에	개념/NNG+에/JKB
독창적	독창/NNG+적/XSN
함.	하/VX+ㅁ/ETN+./SF
외국철학문헌	외국/NNG+철학/NNG+문헌/NNG
정리한	정리/NNG+하/XSV+ㄴ/ETM
짜깁기는	짜깁기/NNG+는/JX
사절.	사절/NNG+./SF
우리말을	우리말/NNG+을/JKO
사유한	사유/NNG+하/XSV+ㄴ/ETM
철학적	철학/NNG+적/XSN
성과물을	성과물/NNG+을/JKO
자리는	자리/NNG+는/JX
12개의	12/SN+개/NNB+의/JKG
철학개념에	철학/NNG+개념/NNG+에/JKB
60개의	60/SN+개/NNB+의/JKG
정리해	정리/NNG+하/XSV+아/EC
철학개념사전을	철학/NNG+개념/NNG+사전/NNG+을/JKO
발간한다는	발간/NNG+하/XSV+ㄴ다는/ETM
얼개의	얼개/NNG+의/JKG
독특함이	독특/NNG+하/XSA+ㅁ/ETN+이/JKS
연구소쪽이	연구소/NNG+쪽/NNB+이/JKS
철학하기	철학/NNG+하/XSV+기/ETN
언어,	언어/NNG+,/SP
문화,	문화/NNG+,/SP
이성,	이성/NNG+,/SP
과학을	과학/NNG+을/JKO
주제개념으로	주제/NNG+개념/NNG+으로/JKB
토론한	토론/NNG+하/XSV+ㄴ/ETM
두번째로	두/MM+번/NNB+째/XSN+로/JKB
항목들이다.	항목/NNG+들/XSN+이/VCP+다/EF+./SF
마당이라	마당/NNG+이/VCP+라/EC
발표문들의	발표문/NNG+들/XSN+의/JKG
지향점은	지향/NNG+점/NNG+은/JX
각양각색이었다.	각양각색/NNG+이/VCP+었/EP+다/EF+./SF
구석도	구석/NNG+도/JX
대학생이	대학/NNG+생/XSN+이/JKS
서술하려는	서술/NNG+하/XSV+려는/ETM
정했지만	정하/VV+았/EP+지만/EC
발표문은	발표문/NNG+은/JX
어려웠고	어렵/VA+었/EP+고/EC
개념도	개념/NNG+도/JX
평이었다.	평/NNG+이/VCP+었/EP+다/EF+./SF
주관한	주관/NNG+하/XSV+ㄴ/ETM
이기상	이기상/NNP
교수(한국외국어대)는	교수/NNG+(/SS+한국외국어대/NNP+)/SS+는/JX
철학개념이	철학/NNG+개념/NNG+이/JKS
서구어	서구어/NNG
번역인만큼	번역/NNG+이/VCP+ㄴ/ETM+만큼/NNB
표현할	표현/NNG+하/XSV+ㄹ/ETM
우리말	우리말/NNG
단어를	단어/NNG+를/JKO
풀이가	풀이/NNG+가/JKS
이뤄지지는	이루어지/VV+지/EC+는/JX
않았으나	않/VX+았/EP+으나/EC
철학개념	철학/NNG+개념/NNG
편찬의	편찬/NNG+의/JKG
절감한	절감/NNG+하/XSV+ㄴ/ETM
자리	자리/NNG
발표문을	발표문/NNG+을/JKO
묶어	묶/VV+어/EC
단행본을	단행본/NNG+을/JKO
토론회도	토론회/NNG+도/JX
02	02/SN
1368자	1368/SN+자/NNG
22일까지	22/SN+일/NNB+까지/JX
아셈	아셈/NNP
축하무대	축하/NNG+무대/NNG
회원국	회원국/NNG
예술가들을	예술가/NNG+들/XSN+을/JKO
한자리에서	한자리/NNG+에서/JKB
서커스	서커스/NNG
주도로	주도/NNG+로/JKB
창단된	창단/NNG+되/XSV+ㄴ/ETM
데세아	데세아/NNP
무용단은	무용단/NNG+은/JX
무용에다	무용/NNG+에다/JKB
몸동작을	몸동작/NNG+을/JKO
접합해	접합/NNG+하/XSV+아/EC
코미디.연극.체조.건축	코미디/NNG+./SP+연극/NNG+./SP+체조/NNG+./SP+건축/NNG
실험적	실험/NNG+적/XSN
장르에	장르/NNG+에/JKB
도전해온	도전/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
무용단.	무용/NNG+단/NNG+./SF
재창작	재/XPN+창작/NNG
버전인	버전/NNG+이/VCP+ㄴ/ETM
공연작품	공연/NNG+작품/NNG
트리통은	트리통/NNP+은/JX
서커스를	서커스/NNG+를/JKO
접합한	접합/NNG+하/XSV+ㄴ/ETM
무용단의	무용단/NNG+의/JKG
대표작이다.	대표작/NNG+이/VCP+다/EF+./SF
무대의	무대/NNG+의/JKG
원	원/NNG
연희자들의	연희자/NNG+들/XSN+의/JKG
의심케하는	의심/NNG+하/XSV+게/EC+하/VX+는/ETM
몸동작과	몸동작/NNG+과/JC
유머로	유머/NNG+로/JKB
깬다.	깨/VV+ㄴ다/EF+./SF
금난새씨의	금난새/NNP+씨/NNB+의/JKG
강동석씨,	강동석/NNP+씨/NNB+,/SP
피아니스트	피아니스트/NNG
파스칼	파스칼/NNP
드바이용,	드바이용/NNP+,/SP
뮬러가	뮬러/NNP+가/JKS
협연한다.	협연/NNG+하/XSV+ㄴ다/EF+./SF
오케스트라는	오케스트라/NNG+는/JX
앞에서도	앞/NNG+에서/JKB+도/JX
연주한다.	연주/NNG+하/XSV+ㄴ다/EF+./SF
산타체칠리아	산타체칠리아/NNP
정경화	정경화/NNP
협연이다.	협연/NNG+이/VCP+다/EF+./SF
예술의전당쪽도	예술의전당/NNP+쪽/NNB+도/JX
아셈회의를	아셈/NNP+회의/NNG+를/JKO
김홍재.백건우	김홍재/NNP+./SP+백건우/NNP
초청연주회	초청/NNG+연주회/NNG
화해분위기	화해/NNG+분위기/NNG
김홍재는	김홍재/NNP+는/JX
총련계	총련/NNG+계/XSN
지휘자.	지휘자/NNG+./SF
국적을	국적/NNG+을/JKO
고집해온	고집/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
김홍재씨는	김홍재/NNP+씨/NNB+는/JX
와타나베	와타나베/NNP
아키오상	아키오/NNP+상/NNG
유수의	유수/NNG+의/JKG
석권하고	석권/NNG+하/XSV+고/EC
지휘자를	지휘자/NNG+를/JKO
역임했다.	역임/NNG+하/XSV+았/EP+다/EF+./SF
내한	내한/NNG
음악회인	음악회/NNG+이/VCP+ㄴ/ETM
KBS교향악단을	KBS/SL+교향악단/NNG+을/JKO
지휘하며	지휘/NNG+하/XSV+며/EC
(무악)을	(/SS+무악/NNP+)/SS+을/JKO
정의길	정의길/NNP
egil@hani.co.kr	egil/SL+@/SW+hani/SL+./SP+co/SL+./SP+kr/SL
992자	992/SN+자/NNG
그리고로비치	그리고로비치/NNP
안무	안무/NNG
맡았다	맡/VV+았/EP+다/EC
1964년부터	1964/SN+년/NNB+부터/JX
33년	33/SN+년/NNB
예술감독으로	예술/NNG+감독/NNG+으로/JKB
있으면서	있/VV+으면서/EC
발레의	발레/NNG+의/JKG
유리	유리/NNG
그리고로비치가	그리고로비치/NNP+가/JKS
국립발레단에서	국립발레단/NNP+에서/JKB
밝히기에	밝히/VV+기/ETN+에/JKB
앞서,	앞서/VV+어/EC+,/SP
정규단원	정규/NNG+단원/NNG
모집	모집/NNG
오디션에서	오디션/NNG+에서/JKB
전형위원을	전형/NNG+위원/NNG+을/JKO
맡는	맡/VV+는/ETM
73살인	73/SN+살/NNB+이/VCP+ㄴ/ETM
그리고로비치는	그리고로비치/NNP+는/JX
프티마.이바노프	프티마/NNP+./SP+이바노프/NNP
안무가로서	안무가/NNG+로서/JKB
(스파르타쿠스)	(/SS+스파르타쿠스/NNP+)/SS
히트작을	히트작/NNG+을/JKO
만들어냈다.	만들/VV+어/EC+내/VX+었/EP+다/EF+./SF
대표작	대표작/NNG
(스파르타쿠스)는	(/SS+스파르타쿠스/NNP+)/SS+는/JX
볼쇼이만이	볼쇼이/NNP+만/JX+이/JKS
탄탄한	탄탄/XR+하/XSA+ㄴ/ETM
남성군무를	남성/NNG+군무/NNG+를/JKO
스펙터클한	스펙터클/NNG+하/XSA+ㄴ/ETM
드라마로	드라마/NNG+로/JKB
바꾼다.	바꾸/VV+ㄴ다/EF+./SF
(스파르타쿠스)가	(/SS+스파르타쿠스/NNP+)/SS+가/JKS
국립발레단을	국립발레단/NNP+을/JKO
올려질지도	올리/VV+어/EC+지/VX+ㄹ/ETM+지/EC+도/JX
관심거리다.	관심거리/NNG+이/VCP+다/EF+./SF
남성들의	남성/NNG+들/XSN+의/JKG
남성무용수만	남성/NNG+무용수/NNG+만/JX
38명이	38/SN+명/NNB+이/JKS
연출할지	연출/NNG+하/XSV+ㄹ지/EC
(스파르타쿠스)에	(/SS+스파르타쿠스/NNP+)/SS+에/JKB
단원이	단원/NNG+이/JKS
머릿속에	머릿속/NNG+에/JKB
자신감을	자신감/NNG+을/JKO
초빙에	초빙/NNG+에/JKB
김인희	김인희/NNP
단장은	단장/NNG+은/JX
무용수가	무용수/NNG+가/JKS
중심이	중심/NNG+이/JKS
되던	되/VV+던/ETM
레퍼토리에	레퍼토리/NNG+에/JKB
더해져	더/MAG+하/XSV+아/EC+지/VX+어/EC
향상되는	향상/NNG+되/XSV+는/ETM
남성무용수들의	남성/NNG+무용수/NNG+들/XSN+의/JKG
볼쇼이를	볼쇼이/NNP+를/JKO
9월30일	9/SN+월/NNB+30/SN+일/NNB
객원	객원/NNG
자격으로	자격/NNG+으로/JKB
볼쇼이에	볼쇼이/NNP+에/JKB
복귀했다.	복귀/NNG+하/XSV+았/EP+다/EF+./SF
프라하,	프라하/NNP+,/SP
모스크바에서의	모스크바/NNP+에서/JKB+의/JKG
스케줄이	스케줄/NNG+이/JKS
빡빡해	빡빡/XR+하/XSA+아/EC
서울에서는	서울/NNP+에서/JKB+는/JX
몇주	몇/MM+주/NNB
머물며	머물/VV+며/EC
1135자	1135/SN+자/NNG
질흙을	질흙/NNG+을/JKO
구워	굽/VV+어/EC
수더분한	수더분/XR+하/XSA+ㄴ/ETM
질그릇을	질그릇/NNG+을/JKO
도자의	도자/NNG+의/JKG
전통으로	전통/NNG+으로/JKB
이화여대박물관	이화여대/NNP+박물관/NNG
발굴단이	발굴단/NNG+이/JKS
흩어져	흩어지/VV+어/EC
가마터를	가마터/NNG+를/JKO
조사하며	조사/NNG+하/XSV+며/EC
수집하고	수집/NNG+하/XSV+고/EC
옹기와	옹기/NNG+와/JKB
관련자료	관련/NNG+자료/NNG
200여점을	200/SN+여/XSN+점/NNB+을/JKO
한국도자사를	한국/NNP+도자사/NNG+를/JKO
쓰자는	쓰/VV+자는/ETM
기획	기획/NNG
뚜렷하게	뚜렷/XR+하/XSA+게/EC
전시팀은	전시/NNG+팀/NNG+은/JX
유약을	유약/NNG+을/JKO
칠하지	칠/NNG+하/XSV+지/EC
무유도기와	무유도기/NNP+와/JC
입힌	입히/VV+ㄴ/ETM
시유도기	시유/NNG+도기/NNG
시대별,	시대/NNG+별/XSN+,/SP
기능별	기능/NNG+별/XSN
분류를	분류/NNG+를/JKO
해놓았다.	하/VV+아/EC+놓/VX+았/EP+다/EF+./SF
옹기의	옹기/NNG+의/JKG
연원을	연원/NNG+을/JKO
형태,	형태/NNG+,/SP
성형방법,	성형/NNG+방법/NNG+,/SP
소성방법,	소성/NNG+방법/NNG+,/SP
유약,	유약/NNG+,/SP
원료	원료/NNG
고찰한	고찰/NNG+하/XSV+ㄴ/ETM
잡힌다.	잡히/VV+ㄴ다/EF+./SF
신석기와	신/XPN+석기/NNG+와/JC
청동기시대	청동기/NNG+시대/NNG
토기로부터	토기/NNG+로부터/JKB
신라와	신라/NNP+와/JC
도기와	도기/NNG+와/JC
단지,	단지/NNG+,/SP
고구려의	고구려/NNP+의/JKG
도기,	도기/NNG+,/SP
남북국	남북국/NNG
도기병,	도기/NNG+병/NNG+,/SP
고려와	고려/NNP+와/JC
도기	도기/NNG
시유도기를	시유/NNG+도기/NNG+를/JKO
구림도기,	구림도기/NNP+,/SP
유약도기,	유약/NNG+도기/NNG+,/SP
녹갈유	녹갈유/NNG
황갈유	황갈유/NNG
백토분장	백토/NNG+분장/NNG
흑갈유	흑갈유/NNG
옹기	옹기/NNG
갈라	가르/VV+아/EC
학적	학/NNG+적/XSN
토대를	토대/NNG+를/JKO
발효음식을	발효/NNG+음식/NNG+을/JKO
즐기던	즐기/VV+던/ETM
발효용기로	발효/NNG+용기/NNG+로/JKB
애용해온	애용/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
도기다.	도기/NNG+이/VCP+다/EF+./SF
한국인들	한국인/NNG+들/XSN
생활사와	생활사/NNG+와/JC
맺으며	맺/VV+으며/EC
흘러온	흘러오/VV+ㄴ/ETM
무시되고	무시/NNG+되/XSV+고/EC
일제시대로,	일제/NNG+시대/NNG+로/JKB+,/SP
일본인이	일본인/NNG+이/JKS
고려청자,	고려청자/NNG+,/SP
조선백자	조선/NNP+백자/NNG
발달사	발달사/NNG
도자사	도자사/NNG
진행되면서	진행/NNG+되/XSV+면서/EC
민족성이	민족/NNG+성/XSN+이/JKS
외면받게	외면/NNG+받/VV+게/EC
됐기	되/VV+었/EP+기/ETN
발굴단을	발굴단/NNG+을/JKO
이끌었던	이끌/VV+었/EP+던/ETM
나선화	나선화/NNP
학예실장은	학예/NNG+실장/NNG+은/JX
옹기가	옹기/NNG+가/JKS
정서와	정서/NNG+와/JC
민속을	민속/NNG+을/JKO
민속자료로서만	민속자료/NNG+로서/JKB+만/JX
인식되어	인식/NNG+되/XSV+어/EC
왔을	오/VV+았/EP+을/ETM
전통도자로서	전통/NNG+도자/NNG+로서/JKB
역사성과	역사/NNG+성/XSN+과/JC
예술성을	예술/NNG+성/XSN+을/JKO
불행했던	불행/NNG+하/XSA+았/EP+던/ETM
씻고	씻/VV+고/EC
도기문화로	도기/NNG+문화/NNG+로/JKB
자랑스레	자랑스레/MAG
복원해야	복원/NNG+하/XSV+아야/EC
25	25/SN
1243자	1243/SN+자/NNG
도와줘,	도와줘/VV+,/SP
자네가	자네/NP+가/JKS
도와줘야	도와주/VV+어야/EC
해..	하/VX+아/EC+./SF+./SF
말야,	말/NNG+이/VCP+야/EF+,/SP
켐프,	켐프/NNP+,/SP
